lemma,pos,sentiment,markedness,n_synsets
perspektywiczność,VERB,positive,+ s,2
perspektywiczny,ADV,positive,+ s,4
perturbacja,VERB,negative,- s,2
perwersyjny,ADV,negative,- m,4
perypatetyk,VERB,negative,- s,2
perła,VERB,positive,+ m,2
pesymista,VERB,negative,- m,2
pesymistycznie,ADJ,negative,- s,3
pesymistyczny,ADV,negative,- m,4
pesymizm,VERB,negative,- s,2
pet,VERB,negative,- m,1
petarda,VERB,negative,- m,2
petryfikować,NOUN,negative,- s,2
petryfikować się,NOUN,negative,- s,2
pewien,ADV,positive,+ s,2
pewniak,VERB,positive,+ s,2
pewność,VERB,positive,+ s,6
pewny,ADV,positive,+ s,8
pezetpeerowiec,VERB,negative,- s,1
pezetperowiec,VERB,negative,- s,1
pełnia,VERB,positive,+ s,3
pełniusieńki,ADV,positive,+ s,2
pełniuteńki,ADV,positive,+ s,2
pełniutki,ADV,negative,- s,3
pełnokrwisty,ADV,positive,+ s,4
pełnomocny,ADV,positive,+ s,1
pełnoprawność,VERB,positive,+ s,2
pełnoprawny,ADV,positive,+ s,2
pełnosprawność,VERB,positive,+ s,2
pełnosprawny,ADV,positive,+ s,4
pełnostandardowy,ADV,positive,+ s,2
pełnowartościowość,VERB,positive,+ s,2
pełnowartościowy,ADV,positive,+ s,5
pełnowymiarowy,ADV,positive,+ s,2
pełny,ADV,positive,+ s,2
pełną gębą,ADV,positive,+ s,2
phisher,VERB,negative,- s,2
phreak,VERB,negative,- m,2
phreaker,VERB,negative,- m,2
piaskowy dziadek,VERB,negative,- s,2
pic,VERB,negative,- s,2
picować,NOUN,positive,+ s,6
picuś glancuś,VERB,negative,- m,2
picz,VERB,negative,- m,2
picza,VERB,negative,- m,2
piechota morska,VERB,positive,+ s,1
pieczeniarz,VERB,negative,- m,2
pieczołowitość,VERB,positive,+ s,2
pieczołowity,ADV,positive,+ s,4
piegus,VERB,negative,- s,2
piegusek,VERB,positive,+ s,2
piekielnica,VERB,negative,- s,3
piekielnik,VERB,negative,- s,2
piekielny,ADV,negative,- m,5
pieklisko,VERB,negative,- s,4
piekący,ADV,negative,- s,4
piekło,VERB,negative,- s,5
pieluchowe zapalenie mózgu,VERB,negative,- m,2
pieluszkowe zapalenie mózgu,VERB,negative,- m,2
pielęgnacja,VERB,positive,+ s,4
pielęgnować,NOUN,positive,+ s,2
pieniacki,ADV,negative,- m,6
pieniactwo,VERB,negative,- m,2
pieniacz,VERB,negative,- m,1
pieniaczy,ADV,negative,- m,2
pieniądze,VERB,positive,+ s,3
pieprz,VERB,positive,+ s,2
pieprzny,ADV,positive,+ s,2
pierdel,VERB,negative,- m,4
pierdolić,NOUN,negative,- m,2
pierdolić się,NOUN,negative,- m,2
pierdolnik,VERB,negative,- s,3
pierdoła,VERB,negative,- s,2
pierdoła saska,VERB,negative,- m,2
pierdołowaty,ADV,negative,- s,6
pierdziel,VERB,negative,- m,2
piernikarz,VERB,negative,- s,2
pieron,VERB,negative,- m,2
pieroński,ADV,negative,- m,4
piersiasty,ADV,positive,+ s,4
piersisty,ADV,positive,+ s,2
pierun,VERB,negative,- m,2
pieruński,ADV,negative,- m,2
pierwiosnkowy,ADV,positive,+ s,3
pierworodny,VERB,positive,+ s,2
pierwsza dama,VERB,positive,+ m,2
pierwsza jaskółka,VERB,positive,+ s,2
pierwszej próby,ADV,positive,+ s,3
pierwszej wody,ADV,positive,+ s,1
pierwszeństwo,VERB,positive,+ s,2
pierwszoliniowy,ADV,positive,+ s,2
pierwszorzędny,ADV,positive,+ s,3
pierwszy,ADV,positive,+ m,2
pierwszyzna,VERB,negative,- s,1
pierzch,VERB,negative,- s,2
pierzchliwość,VERB,negative,- s,3
pierzchliwy,ADV,negative,- s,4
pies,VERB,negative,- s,3
pies na baby,VERB,negative,- s,2
pies ogrodnika,VERB,negative,- m,2
pieski los,VERB,negative,- m,2
pieskie życie,VERB,negative,- m,2
pieszczenie,VERB,positive,+ m,2
pieszczoch,VERB,positive,+ s,3
pieszczocha,VERB,positive,+ s,1
pieszczoszek,VERB,positive,+ s,3
pieszczoszka,VERB,positive,+ s,1
pieszczota,VERB,positive,+ s,4
pieszczotka,VERB,positive,+ s,1
pieszczotliwy,ADV,positive,+ m,2
pietystyczny,ADV,negative,- s,4
pietyzm,VERB,positive,+ s,2
pieściwy,ADV,positive,+ s,3
pieścić,NOUN,positive,+ s,2
pigalak,VERB,negative,- s,2
pigmej,VERB,negative,- m,2
pijacki,ADV,negative,- s,8
pijaczek,VERB,negative,- s,2
pijaczy,ADV,negative,- s,2
pijak,VERB,negative,- m,2
pijalny,ADV,positive,+ s,2
pijanica,VERB,negative,- s,2
pijaniusieńki,ADV,negative,- s,2
pijaniuteńki,ADV,negative,- s,2
pijaniutki,ADV,negative,- s,2
pijany,ADV,negative,- s,5
pijany,VERB,negative,- s,2
pijany jak messerschmitt,ADV,negative,- m,2
pijany w drobny mak,ADV,negative,- s,2
pijatyka,VERB,negative,- s,2
pijawka,VERB,negative,- s,3
pijaństwo,VERB,negative,- s,5
pijus,VERB,negative,- s,2
pikantnie,ADJ,positive,+ s,2
pikantny,ADV,positive,+ s,2
pikać,NOUN,negative,- s,2
piknik,VERB,negative,- s,2
piknikowy,ADV,positive,+ s,2
piknąć,NOUN,positive,+ s,4
pilnować,NOUN,positive,+ s,3
pilność,VERB,positive,+ s,2
pilny,ADV,negative,- s,4
pinda,VERB,negative,- m,2
pindzia,VERB,negative,- m,2
pionek,VERB,negative,- m,2
pionier,VERB,positive,+ s,2
pionierka,VERB,positive,+ s,2
pionierski,ADV,positive,+ m,2
pionizować,NOUN,negative,- s,2
piorunny,ADV,negative,- s,2
piorunujący,ADV,negative,- m,2
pioruński,ADV,negative,- m,2
piołun,VERB,negative,- m,2
piołunowy,ADV,negative,- s,4
pipa,VERB,negative,- m,2
pipidówka,VERB,negative,- s,3
piracki,ADV,negative,- s,6
piractwo,VERB,negative,- s,4
piractwo intelektualne,VERB,negative,- s,3
piramida,VERB,negative,- s,2
piramidalny,ADV,negative,- m,2
pirat,VERB,negative,- s,5
pirat drogowy,VERB,negative,- s,3
pirat powietrzny,VERB,negative,- m,2
piratować,NOUN,negative,- s,8
pisanina,VERB,negative,- s,2
pisarczyk,VERB,negative,- m,2
pisarzyna,VERB,negative,- m,2
pisemny,ADV,positive,+ s,1
piskliwy,ADV,negative,- s,7
pisklę,VERB,positive,+ s,2
pismaczyna,VERB,negative,- m,2
pismak,VERB,negative,- m,2
pityjski,ADV,negative,- s,1
piwko,VERB,positive,+ s,2
pizda,VERB,negative,- m,2
piąte koło u wozu,VERB,negative,- s,3
piąte przez dziesiąte,VERB,negative,- s,2
piątka,VERB,positive,+ s,2
piątkowicz,VERB,positive,+ m,2
piątkowy,ADV,positive,+ s,2
pić,NOUN,negative,- s,6
pić się,NOUN,positive,+ s,2
pięciogwiazdkowy,ADV,positive,+ s,2
pięciorzędny,ADV,negative,- s,3
piękne słówka,VERB,negative,- s,2
pięknie,ADJ,positive,+ m,2
pięknieć,NOUN,positive,+ s,2
piękniuchny,ADV,positive,+ m,2
piękniutki,ADV,positive,+ s,5
piękniś,VERB,negative,- m,2
piękno,VERB,positive,+ m,2
pięknoduchowski,ADV,negative,- s,2
pięknolicy,ADV,positive,+ s,3
pięknooki,ADV,positive,+ s,2
pięknowłosy,ADV,positive,+ s,2
piękność,VERB,positive,+ s,5
piękny,ADV,negative,- s,16
piętno,VERB,negative,- m,4
piętno kaina,VERB,negative,- m,1
piła,VERB,negative,- s,2
piśmienny,ADV,positive,+ s,1
piździelec,VERB,negative,- m,2
placówka interwencyjna,VERB,positive,+ s,1
plaga,VERB,negative,- m,2
plaga egipska,VERB,negative,- m,4
plagiator,VERB,negative,- m,2
plagiatorstwo,VERB,negative,- s,3
plagiatowość,VERB,negative,- s,3
plagiatowy,ADV,negative,- s,1
plajta,VERB,negative,- m,4
plakatowy,ADV,negative,- s,2
plama,VERB,negative,- m,4
plama na honorze,VERB,negative,- m,2
plan,VERB,positive,+ s,1
plankton polityczny,VERB,negative,- s,1
planowy,ADV,positive,+ s,4
plastikowość,VERB,negative,- m,2
plastikowy,ADV,negative,- s,2
plastyczność,VERB,positive,+ m,2
plastyczny,ADV,positive,+ s,2
plastyka,VERB,positive,+ m,2
plastykowy,ADV,negative,- s,2
platfus,VERB,negative,- s,4
platoniczny,ADV,negative,- s,2
platynowy,ADV,positive,+ m,2
plebejski,ADV,negative,- m,2
plebejusz,VERB,negative,- m,2
plebejuszowski,ADV,negative,- s,2
plebs,VERB,negative,- m,2
pleciuch,VERB,negative,- s,2
pleciuga,VERB,negative,- s,2
plecki,VERB,positive,+ s,2
plejada,VERB,positive,+ s,1
plenność,VERB,positive,+ s,2
plenny,ADV,positive,+ s,2
plewa,VERB,negative,- s,2
plewić,NOUN,positive,+ s,1
pleśniowy,ADV,negative,- s,2
plociuch,VERB,negative,- s,2
plon,VERB,positive,+ s,2
plonkować,NOUN,negative,- s,1
plotka,VERB,negative,- s,1
plotkarka,VERB,negative,- s,2
plotkarski,ADV,negative,- s,3
plugastwo,VERB,negative,- s,2
plugawiec,VERB,negative,- s,3
plugawość,VERB,negative,- s,6
plugawy,ADV,negative,- m,10
plusowy,ADV,positive,+ s,2
plątanina,VERB,negative,- s,3
plątać się,NOUN,negative,- s,2
po akademicku,ADJ,positive,+ s,1
po amatorsku,ADJ,negative,- s,2
po anielsku,ADJ,positive,+ s,5
po antykatolicku,ADJ,negative,- s,2
po antysemicku,ADJ,negative,- s,2
po arogancku,ADJ,negative,- m,2
po bandycku,ADJ,negative,- m,4
po barbarzyńsku,ADJ,negative,- s,10
po bałaganiarsku,ADJ,negative,- s,2
po benedyktyńsku,ADJ,negative,- s,2
po bestialsku,ADJ,negative,- m,2
po bibliofilsku,ADJ,positive,+ s,1
po bohatersku,ADJ,positive,+ s,3
po bratersku,ADJ,positive,+ s,4
po buddyjsku,ADJ,positive,+ s,1
po buracku,ADJ,negative,- m,2
po błazeńsku,ADJ,negative,- s,2
po chamsku,ADJ,negative,- s,6
po chuligańsku,ADJ,negative,- m,2
po cichu,ADJ,positive,+ s,7
po cichusieńku,ADJ,positive,+ s,7
po cichuteńku,ADJ,positive,+ s,6
po cichutku,ADJ,negative,- s,6
po cichuśku,ADJ,positive,+ s,6
po cudacku,ADJ,negative,- s,2
po cwaniacku,ADJ,negative,- s,2
po czarodziejsku,ADJ,positive,+ s,2
po desperacku,ADJ,negative,- s,2
po diabelsku,ADJ,negative,- s,5
po dobrosąsiedzku,ADJ,positive,+ s,2
po doktrynersku,ADJ,negative,- s,2
po donkichotowsku,ADJ,negative,- s,2
po donkiszotowsku,ADJ,negative,- s,2
po drakońsku,ADJ,negative,- s,2
po dworsku,ADJ,positive,+ s,2
po dyktatorsku,ADJ,negative,- m,2
po dyletancku,ADJ,negative,- s,2
po dysydencku,ADJ,negative,- s,2
po dziadowsku,ADJ,negative,- m,2
po dziennikarsku,ADJ,positive,+ s,1
po dżentelmeńsku,ADJ,positive,+ s,5
po elegancku,ADJ,positive,+ s,6
po epicku,ADJ,positive,+ m,2
po fanfarońsku,ADJ,negative,- s,2
po faszystowsku,ADJ,negative,- m,2
po filipińsku,ADJ,negative,- s,2
po filistersku,ADJ,negative,- s,2
po frajersku,ADJ,negative,- m,2
po gentlemańsku,ADJ,positive,+ m,2
po getlemańsku,ADJ,positive,+ s,2
po goebbelsowsku,ADJ,negative,- m,2
po kretyńsku,ADJ,negative,- m,10
po pedalsku,ADJ,negative,- s,3
po pijacku,ADJ,negative,- s,2
po próżnicy,ADJ,negative,- s,3
po robociarsku,ADJ,negative,- s,2
po sielsku,ADJ,positive,+ s,2
po sodomsku,ADJ,negative,- s,2
po szpanersku,ADJ,negative,- s,2
po łobuzersku,ADJ,negative,- s,3
po-wiec,VERB,negative,- s,1
poatomowy,ADV,negative,- s,1
pobabrać,NOUN,negative,- s,14
pobabrać się,NOUN,negative,- s,11
pobachać się,NOUN,positive,+ s,1
pobadać,NOUN,positive,+ s,12
pobalangować,NOUN,positive,+ s,1
pobalować,NOUN,positive,+ s,2
pobaraszkować,NOUN,positive,+ s,4
pobawić,NOUN,positive,+ s,2
pobawić się,NOUN,positive,+ s,12
pobazgrać,NOUN,negative,- s,7
pobazgrolić,NOUN,negative,- s,6
pobałaganić,NOUN,negative,- s,4
pobeczeć,NOUN,negative,- s,3
pobeczeć się,NOUN,negative,- s,2
pobieleć,NOUN,negative,- s,2
pobiesiadować,NOUN,positive,+ s,2
pobieżny,ADV,negative,- s,6
pobijać,NOUN,positive,+ s,2
pobitewny,ADV,negative,- s,1
pobić,NOUN,positive,+ s,5
pobić się,NOUN,negative,- s,9
poblakły,ADV,negative,- s,2
pobojowisko,VERB,negative,- s,2
pobożne życzenie,VERB,negative,- s,3
pobożniś,VERB,negative,- s,2
pobożny,ADV,positive,+ s,4
pobratymca,VERB,positive,+ s,2
pobratymiec,VERB,positive,+ m,2
pobrykać,NOUN,positive,+ s,7
pobudliwy,ADV,negative,- s,3
pobudzać,NOUN,positive,+ s,2
pobudzić,NOUN,positive,+ s,1
pobudzić się,NOUN,positive,+ s,1
pobłażliwy,ADV,negative,- s,3
pocałować klamkę,NOUN,negative,- s,2
pocałunek,VERB,positive,+ s,2
pochlebca,VERB,negative,- m,2
pochlebczy,ADV,negative,- s,3
pochlebny,ADV,positive,+ s,1
pochlebstwo,VERB,negative,- s,4
pochmiel,VERB,negative,- s,2
pochmurnie,ADJ,negative,- s,2
pochmurno,ADJ,negative,- s,2
pochmurny,ADV,negative,- s,2
pochodzić,NOUN,positive,+ s,2
pochopność,VERB,negative,- s,2
pochopny,ADV,negative,- s,4
pochrapywać,NOUN,negative,- s,3
pochwalać,NOUN,positive,+ s,2
pochwalić,NOUN,positive,+ s,2
pochwalny,ADV,positive,+ m,1
pochwała,VERB,positive,+ s,2
pochłaniać,NOUN,positive,+ s,9
pochłonąć,NOUN,positive,+ s,10
pociecha,VERB,positive,+ s,7
pocieszający,ADV,positive,+ s,2
pocieszyciel,VERB,positive,+ s,1
pocieszycielski,ADV,positive,+ m,2
pocinać,NOUN,positive,+ s,2
pociskać,NOUN,negative,- s,5
pocisnąć,NOUN,negative,- s,8
pocisnąć się,NOUN,negative,- s,2
pociąg fizyczny,VERB,positive,+ s,2
pociągający,ADV,positive,+ s,4
pociągły,ADV,positive,+ s,2
pociąć,NOUN,negative,- s,2
poczciwy,ADV,positive,+ s,6
poczekać,NOUN,negative,- s,2
poczesny,ADV,positive,+ s,4
poczestny,ADV,positive,+ s,1
poczet,VERB,positive,+ s,2
poczet sztandarowy,VERB,positive,+ m,1
poczucie,VERB,positive,+ s,1
poczucie humoru,VERB,positive,+ m,2
poczucie niższości,VERB,negative,- s,2
poczucie winy,VERB,negative,- s,3
poczucie wyższości,VERB,negative,- m,2
poczuwać się,NOUN,positive,+ s,2
poczuć się,NOUN,positive,+ s,2
poczwara,VERB,negative,- m,4
poczwarny,ADV,negative,- m,2
poczynać sobie,NOUN,negative,- s,2
poczytalny,ADV,positive,+ s,2
poczytny,ADV,positive,+ s,4
podareczek,VERB,positive,+ m,1
podarować,NOUN,positive,+ s,2
podatny,ADV,negative,- s,2
podawacz,VERB,negative,- s,2
podbechtać,NOUN,negative,- s,4
podbechtywać,NOUN,negative,- s,4
podbiegły,ADV,negative,- s,1
podbijać,NOUN,negative,- s,11
podbić,NOUN,negative,- s,7
podbić się,NOUN,negative,- s,1
podbramkowy,ADV,negative,- m,2
podbudować,NOUN,positive,+ s,2
podburzać,NOUN,negative,- s,2
podburzyciel,VERB,negative,- m,2
podburzyć,NOUN,negative,- s,2
podbój,VERB,negative,- s,1
podchlebiać,NOUN,negative,- s,2
podchlebić,NOUN,negative,- s,2
podchmielać,NOUN,negative,- s,5
podchmielać się,NOUN,negative,- s,1
podchmielić,NOUN,negative,- s,4
podchmielić się,NOUN,negative,- s,1
podchmielony,ADV,negative,- s,2
podchodzić,NOUN,negative,- s,9
podciep,VERB,negative,- s,2
podcinać,NOUN,negative,- s,10
podcinać gałąź,NOUN,negative,- s,2
"podcinać gałąź, na której się siedzi",NOUN,negative,- s,2
podcinać kolana,NOUN,negative,- s,2
podcinać lawinę,NOUN,negative,- s,1
podcinać się,NOUN,positive,+ s,12
podciągać się,NOUN,positive,+ s,1
podciągnąć się,NOUN,positive,+ s,1
podciąć,NOUN,positive,+ s,10
podciąć gałąź,NOUN,negative,- s,2
"podciąć gałąź, na której się siedzi",NOUN,negative,- s,2
podciąć kolana,NOUN,negative,- s,2
podciąć lawinę,NOUN,negative,- s,1
podciąć się,NOUN,negative,- s,11
podcięty,ADV,negative,- s,2
podczłowiek,VERB,negative,- m,2
poddańczość,VERB,negative,- s,4
poddańczy,ADV,negative,- s,4
poddaństwo,VERB,negative,- s,2
poddenerwować,NOUN,negative,- s,4
poddenerwować się,NOUN,negative,- s,4
podejmować starania,NOUN,positive,+ s,2
podejrzany,ADV,negative,- s,4
podejrzenie,VERB,positive,+ s,3
podejrzliwiec,VERB,negative,- s,2
podejrzliwość,VERB,negative,- m,2
podejrzliwy,ADV,negative,- s,4
podejściowy,ADV,positive,+ s,2
podejść,NOUN,negative,- s,5
podekscytowanie,VERB,positive,+ s,3
podekscytowany,ADV,positive,+ s,2
podelektować się,NOUN,positive,+ s,2
podenerwowany,ADV,negative,- s,2
podenerwować,NOUN,negative,- s,4
podenerwować się,NOUN,negative,- s,4
poderwać,NOUN,negative,- s,2
podeschnąć,NOUN,negative,- s,2
podeszły,ADV,negative,- s,1
podfruwajka,VERB,negative,- s,2
podglądacz,VERB,negative,- s,2
podgniły,ADV,negative,- s,2
podgryzacz,VERB,negative,- s,2
podirytować,NOUN,negative,- s,2
podirytować się,NOUN,negative,- s,2
podjazdowy,ADV,negative,- s,2
podjechać,NOUN,negative,- s,2
podjeżdżać,NOUN,negative,- s,3
podjudzacz,VERB,negative,- m,2
podjudzać,NOUN,negative,- s,6
podjudzić,NOUN,negative,- s,6
podjąć starania,NOUN,positive,+ s,2
podkasany,ADV,negative,- s,1
podkowa,VERB,negative,- s,2
podkrążony,ADV,negative,- s,2
podkuty,ADV,positive,+ s,2
podle,ADJ,negative,- m,2
podlec,VERB,negative,- m,2
podleczać,NOUN,positive,+ s,4
podleczyć,NOUN,positive,+ s,4
podległość,VERB,negative,- s,2
podleć,NOUN,negative,- s,7
podlizać się,NOUN,negative,- s,2
podlizuch,VERB,negative,- s,2
podlizywacz,VERB,negative,- s,2
podlizywać się,NOUN,negative,- s,2
podlotek,VERB,negative,- s,1
podludzie,VERB,negative,- m,2
podmarznąć,NOUN,negative,- s,2
podmawiać,NOUN,negative,- s,2
podmiana,VERB,negative,- s,2
podminowany,ADV,negative,- s,5
podmiotowość,VERB,negative,- s,1
podmówić,NOUN,negative,- s,2
podniebny,ADV,positive,+ s,1
podniecający,ADV,positive,+ m,2
podniecać,NOUN,positive,+ s,1
podniecenie,VERB,negative,- s,2
podniecony,ADV,positive,+ s,1
podnieść,NOUN,positive,+ s,2
podnosić,NOUN,positive,+ s,2
podnóżek,VERB,negative,- m,2
podobłoczny,ADV,positive,+ s,2
podochocony,ADV,negative,- s,2
podocinać,NOUN,negative,- s,4
podostawiać się,NOUN,negative,- s,3
podostrzyć,NOUN,negative,- s,4
podołać,NOUN,positive,+ s,2
podpalacz,VERB,negative,- m,2
podpalać,NOUN,negative,- s,6
podpalić,NOUN,negative,- s,6
podpatrywać,NOUN,negative,- s,3
podpatrzeć,NOUN,positive,+ s,1
podpatrzyć,NOUN,positive,+ s,1
podpierać się,NOUN,positive,+ s,1
podpity,ADV,negative,- s,2
podpora,VERB,positive,+ s,3
podporządkowanie,VERB,negative,- m,1
podporządkować,NOUN,positive,+ s,2
podporządkować się,NOUN,negative,- s,3
podporządkowywać,NOUN,negative,- s,2
podporządkowywać się,NOUN,negative,- s,3
podpowiedzieć,NOUN,positive,+ s,1
podrabiacz,VERB,negative,- m,2
podrabiać,NOUN,negative,- s,6
podrasować,NOUN,positive,+ s,6
podrasowywać,NOUN,positive,+ s,6
podrastać,NOUN,positive,+ s,2
podratować,NOUN,positive,+ s,8
podratowywać,NOUN,positive,+ s,10
podrażniony,ADV,negative,- s,2
podregulować,NOUN,positive,+ s,2
podrobiony,ADV,negative,- m,2
podrobić,NOUN,negative,- s,6
podroczyć,NOUN,negative,- s,1
podroczyć się,NOUN,positive,+ s,2
podrosnąć,NOUN,positive,+ s,1
podrostek,VERB,negative,- s,2
podrzutek,VERB,negative,- s,2
podrzędność,VERB,negative,- s,2
podrzędny,ADV,negative,- s,4
podróba,VERB,negative,- s,2
podróbka,VERB,negative,- s,2
podręcznik,VERB,positive,+ s,1
podręcznikowość,VERB,negative,- s,2
podręcznikowy,ADV,negative,- s,2
podręczny,ADV,positive,+ s,1
podręczyć,NOUN,negative,- s,7
podskakiwacz,VERB,negative,- s,2
podskakiwać,NOUN,negative,- s,2
podstawa,VERB,positive,+ s,1
podstawić,NOUN,negative,- s,3
podstęp,VERB,negative,- s,1
podstępność,VERB,negative,- m,2
podstępny,ADV,negative,- s,6
podsumowanie,VERB,negative,- s,1
podsychać,NOUN,negative,- s,2
podszczuwać,NOUN,negative,- s,2
podszczuć,NOUN,negative,- s,2
podszkalać,NOUN,positive,+ s,1
podszkalać się,NOUN,positive,+ s,1
podszkolić,NOUN,positive,+ s,1
podszkolić się,NOUN,positive,+ s,1
podszlifować,NOUN,positive,+ s,2
podszywacz,VERB,negative,- s,3
podsłuchiwacz,VERB,negative,- s,2
podtaczać,NOUN,negative,- s,2
podtaczać się,NOUN,negative,- s,2
podtapiać,NOUN,negative,- s,6
podtatusiały,ADV,negative,- s,2
podtekst,VERB,negative,- s,1
podtoczyć,NOUN,negative,- s,2
podtoczyć się,NOUN,negative,- s,3
podtopić,NOUN,negative,- s,6
poduczyć,NOUN,positive,+ s,1
podupadły,ADV,negative,- s,5
poduszeczka,VERB,positive,+ s,1
poduszka,VERB,positive,+ s,1
podważalny,ADV,negative,- s,2
podworować,NOUN,negative,- s,2
podwyższyć,NOUN,negative,- s,1
podwórkowy,ADV,negative,- s,2
podwórzowy,ADV,negative,- s,2
podzielić,NOUN,positive,+ s,2
podziemie,VERB,negative,- s,1
podziw,VERB,positive,+ m,1
podziwiać,NOUN,positive,+ s,2
podziękowanie,VERB,positive,+ s,2
podładować,NOUN,positive,+ s,1
podładować akumulatory,NOUN,positive,+ s,2
podładowywać,NOUN,positive,+ s,1
podładowywać akumulatory,NOUN,positive,+ s,2
podłota,VERB,negative,- m,4
podłość,VERB,negative,- m,6
podły,ADV,negative,- m,10
podłączyć,NOUN,positive,+ s,2
podśmiać się,NOUN,negative,- s,2
podśmiewać się,NOUN,negative,- s,2
podśmiewywać się,NOUN,negative,- s,2
podżegacz,VERB,negative,- m,2
podżegać,NOUN,negative,- s,3
poeksperymentować,NOUN,positive,+ s,3
poeta laureatus,VERB,positive,+ s,2
poetycki,ADV,positive,+ s,2
poetyczny,ADV,positive,+ s,2
poezja,VERB,positive,+ s,2
pofałdowany,ADV,negative,- s,1
poflirtować,NOUN,positive,+ s,4
pofruwać,NOUN,positive,+ s,2
poganin,VERB,negative,- s,1
pogarbiony,ADV,negative,- s,2
pogarda,VERB,negative,- m,2
pogardliwość,VERB,negative,- m,2
pogardliwy,ADV,negative,- m,4
pogasić,NOUN,negative,- s,6
pogasnąć,NOUN,negative,- s,3
pogimnastykować,NOUN,positive,+ s,3
pogimnastykować się,NOUN,positive,+ s,3
poglądowość,VERB,positive,+ s,2
pogmatwany,ADV,negative,- s,2
pogniewany,ADV,negative,- s,2
pognębiać,NOUN,negative,- s,5
pognębić,NOUN,negative,- s,7
pogoda,VERB,positive,+ s,2
pogoda ducha,VERB,positive,+ s,2
pogodność,VERB,positive,+ s,6
pogodny,ADV,positive,+ s,12
pogodzenie,VERB,positive,+ s,2
pogodzenie się,VERB,positive,+ s,2
pogorszenie,VERB,negative,- s,2
pogorszyć,NOUN,negative,- s,2
pogorzelec,VERB,negative,- s,2
pogorzelisko,VERB,negative,- s,2
pogotowie,VERB,positive,+ s,3
pogrobowiec,VERB,negative,- s,4
pogrom,VERB,negative,- m,4
pogromca,VERB,positive,+ s,3
pogromczyni,VERB,positive,+ s,1
pogromowy,ADV,negative,- s,2
pogrubiały,ADV,negative,- s,1
pogryzmolić,NOUN,negative,- s,6
pogrzebać,NOUN,positive,+ s,8
pogrzebać się,NOUN,negative,- s,10
pogrążyć się,NOUN,negative,- s,4
pogwałcenie,VERB,negative,- m,1
pogłaskać,NOUN,positive,+ s,2
pogłoska,VERB,negative,- s,1
pogłówkować,NOUN,positive,+ s,2
pogłębiać,NOUN,positive,+ s,1
pohasać,NOUN,positive,+ s,13
pohańbienie,VERB,negative,- m,2
pohitlerowski,ADV,negative,- s,1
poinformować,NOUN,positive,+ s,1
pointelektualizować,NOUN,positive,+ s,2
pojawić się,NOUN,positive,+ s,1
pojaśniać,NOUN,positive,+ s,1
pojaśniały,ADV,positive,+ s,3
pojaśnić,NOUN,positive,+ s,1
pojechać,NOUN,negative,- s,3
pojednanie,VERB,positive,+ s,2
pojednawczy,ADV,positive,+ s,2
pojednać się,NOUN,positive,+ s,3
pojedynek,VERB,negative,- s,2
pojemny,ADV,positive,+ s,2
pojeździć,NOUN,negative,- s,2
pojeżdżać,NOUN,negative,- s,2
pojękiwanie,VERB,negative,- s,2
pojętność,VERB,positive,+ m,2
pojętny,ADV,positive,+ s,2
pokazowość,VERB,negative,- s,2
pokazowy,ADV,negative,- s,3
pokazówka,VERB,negative,- s,2
pokaźny,ADV,positive,+ s,3
pokemonowy,ADV,negative,- s,4
pokibicować,NOUN,positive,+ s,6
pokicać,NOUN,positive,+ s,1
pokierować,NOUN,positive,+ s,1
pokiwać się,NOUN,negative,- s,2
